word_count,sentence_count,avg_sentence_len,legal_density,char_count,unique_words,lexical_richness,year,cohort,outcome
1813,77,23.55,0.3861,10548,491,0.2923,2000,A_1990_2000,1
4229,145,29.33,0.2838,25080,1084,0.271,2000,A_1990_2000,1
1747,109,15.99,0.5724,10251,533,0.3268,2000,A_1990_2000,0
5108,208,24.62,0.2153,30012,1092,0.2338,2000,A_1990_2000,1
9725,474,20.46,0.1337,56615,2050,0.2226,2000,A_1990_2000,0
2088,92,22.62,0.431,12440,651,0.3314,2000,A_1990_2000,0
12775,497,25.68,0.1174,75549,2562,0.2131,2000,A_1990_2000,0
15053,685,22.14,0.1196,88741,2940,0.2055,2000,A_1990_2000,0
2206,93,23.91,0.5893,12810,753,0.3604,2000,A_1990_2000,1
2197,115,19.21,0.6372,13334,756,0.3696,2000,A_1990_2000,1
2244,105,21.41,0.4902,13238,712,0.3409,2000,A_1990_2000,1
6554,291,22.73,0.2441,39755,1700,0.2745,2000,A_1990_2000,0
1809,86,21.12,0.4975,10537,579,0.3466,2000,A_1990_2000,0
3010,114,26.25,0.3654,17495,774,0.2728,2000,A_1990_2000,0
3083,147,21.07,0.3244,18289,895,0.3055,2000,A_1990_2000,1
2086,84,24.96,0.4314,12226,528,0.2737,2000,A_1990_2000,1
2491,129,19.3,0.4416,14135,733,0.3159,2000,A_1990_2000,2
5259,196,26.95,0.1902,30368,1338,0.2717,2000,A_1990_2000,0
6823,226,30.25,0.1905,39618,1559,0.2404,2000,A_1990_2000,0
1316,76,17.24,0.5319,7604,447,0.3564,2000,A_1990_2000,0
1967,72,27.17,0.4575,11309,604,0.3213,2000,A_1990_2000,1
1664,67,24.79,0.5409,9802,496,0.3173,2000,A_1990_2000,1
2311,133,17.68,0.6491,13539,677,0.3116,2000,A_1990_2000,0
4063,143,28.38,0.2707,23598,874,0.2284,2000,A_1990_2000,0
1970,79,24.95,0.3553,12146,534,0.2883,2000,A_1990_2000,1
4660,154,30.21,0.1931,27027,1053,0.238,2000,A_1990_2000,2
1078,53,20.04,0.7421,6111,426,0.4109,2000,A_1990_2000,1
2805,131,21.69,0.3209,16085,832,0.3144,2000,A_1990_2000,1
2299,102,22.64,0.4785,13193,717,0.3306,2000,A_1990_2000,0
1607,70,23.23,0.4356,9710,537,0.3454,2000,A_1990_2000,0
2168,92,23.78,0.5074,12838,566,0.2777,2000,A_1990_2000,1
1459,74,19.7,0.7539,8730,469,0.342,2000,A_1990_2000,2
9042,275,32.95,0.1327,53387,1504,0.1744,2000,A_1990_2000,2
4961,230,21.67,0.2217,28522,1063,0.2256,2000,A_1990_2000,0
1929,84,23.07,0.5184,11364,599,0.3287,2000,A_1990_2000,1
5999,301,20.1,0.1834,35200,1462,0.258,2000,A_1990_2000,0
6198,291,21.45,0.1936,35643,1321,0.2244,2000,A_1990_2000,1
3675,147,25.07,0.2993,21699,860,0.2479,2000,A_1990_2000,1
626,34,18.65,0.7987,3624,298,0.5224,2000,A_1990_2000,0
311,16,19.12,1.2862,1821,180,0.5981,2000,A_1990_2000,1
2979,151,20.01,0.5371,17700,755,0.2689,2000,A_1990_2000,1
1725,63,27.51,0.5217,9918,547,0.3391,2000,A_1990_2000,0
10203,524,19.46,0.098,58604,2227,0.2337,2000,A_1990_2000,1
2575,92,28.07,0.5049,14735,695,0.2839,2000,A_1990_2000,0
4790,181,26.52,0.1879,27865,1111,0.2472,2000,A_1990_2000,1
1699,67,25.37,0.6474,10044,563,0.3502,2000,A_1990_2000,0
7048,433,16.21,0.1561,40010,1300,0.1971,2000,A_1990_2000,1
1886,78,24.29,0.4242,10958,549,0.3091,2000,A_1990_2000,1
2768,128,21.67,0.3974,16059,855,0.3288,2000,A_1990_2000,1
8090,405,20.01,0.1978,48841,1689,0.222,2000,A_1990_2000,1
1453,57,25.3,0.4818,8291,467,0.3455,2000,A_1990_2000,0
56427,1851,30.57,0.0372,339672,4819,0.0923,2000,A_1990_2000,1
8906,394,22.79,0.1909,53874,1899,0.2259,2000,A_1990_2000,1
2570,123,20.97,0.4669,15059,781,0.3187,2000,A_1990_2000,1
4706,204,23.12,0.2762,27957,1108,0.249,2000,A_1990_2000,1
1639,69,23.9,0.7322,10087,658,0.4253,2000,A_1990_2000,1
5458,250,21.93,0.2382,31565,1418,0.2724,2000,A_1990_2000,0
5338,218,24.62,0.2623,32536,1347,0.2681,2000,A_1990_2000,1
1907,74,25.82,0.5768,11014,535,0.2984,2000,A_1990_2000,0
1641,83,19.6,0.6094,9748,608,0.387,2000,A_1990_2000,1
1185,63,18.98,0.6751,7003,460,0.4101,2000,A_1990_2000,1
3827,167,23.05,0.3136,22860,892,0.2467,2000,A_1990_2000,1
4753,248,19.1,0.2314,27636,1300,0.287,2000,A_1990_2000,1
1015,51,19.53,0.8867,5712,406,0.4296,2000,A_1990_2000,2
3221,162,20.06,0.3726,19031,1002,0.3285,2000,A_1990_2000,2
4951,230,21.54,0.2222,28931,1424,0.2999,2000,A_1990_2000,2
2365,125,19.23,0.5074,13677,724,0.3235,2000,A_1990_2000,0
2629,102,25.81,0.4564,15274,719,0.2955,2000,A_1990_2000,0
3287,179,18.47,0.2434,18903,945,0.3051,2000,A_1990_2000,2
2192,111,19.72,0.4106,12828,715,0.3453,2000,A_1990_2000,0
4197,213,19.62,0.2621,23811,1110,0.2807,2000,A_1990_2000,0
5911,277,21.34,0.2199,34990,1372,0.248,2000,A_1990_2000,1
17850,931,19.15,0.0896,103861,3043,0.1792,2000,A_1990_2000,2
2114,114,18.88,0.3784,12641,524,0.2668,2000,A_1990_2000,0
3878,145,26.78,0.5673,22630,1003,0.2764,2000,A_1990_2000,1
2097,79,26.41,0.4769,12932,636,0.3257,2000,A_1990_2000,2
1680,68,24.91,0.5357,9994,510,0.3262,2000,A_1990_2000,1
5197,231,22.49,0.2309,30862,1036,0.2136,2000,A_1990_2000,1
10068,413,24.43,0.2086,60625,2042,0.2181,2000,A_1990_2000,2
1394,71,19.37,0.4304,8176,494,0.3737,2000,A_1990_2000,1
17425,701,24.89,0.1033,103140,2616,0.1604,2000,A_1990_2000,0
4714,235,20.12,0.2333,26588,1023,0.2302,2000,A_1990_2000,2
2822,115,24.6,0.3189,16432,802,0.3051,2000,A_1990_2000,1
4292,169,25.47,0.1398,24796,910,0.229,2000,A_1990_2000,1
4281,181,23.7,0.3737,24719,1254,0.3076,2000,A_1990_2000,0
7174,252,28.4,0.2648,44049,1353,0.1996,2000,A_1990_2000,1
305,24,12.25,2.623,1864,174,0.5934,2000,A_1990_2000,2
5099,239,21.39,0.2353,29542,1179,0.2457,2000,A_1990_2000,1
10869,399,27.31,0.1656,64340,2258,0.2203,2000,A_1990_2000,0
1920,94,20.45,0.625,11430,593,0.324,2000,A_1990_2000,1
8573,408,21.04,0.1516,50062,1614,0.2006,2000,A_1990_2000,1
730,53,13.94,1.0959,4350,281,0.4205,2000,A_1990_2000,1
3524,163,21.67,0.3689,20595,930,0.2832,2000,A_1990_2000,1
2332,86,27.37,0.729,13996,744,0.3392,2000,A_1990_2000,1
5845,202,28.89,0.1882,33083,1097,0.2009,2000,A_1990_2000,1
5925,277,21.57,0.2363,33821,1318,0.2371,2000,A_1990_2000,1
1613,68,23.69,0.558,9538,606,0.3949,2000,A_1990_2000,1
8786,383,23.05,0.1821,51743,1873,0.2254,2000,A_1990_2000,1
5808,212,27.42,0.1894,33299,1121,0.2051,2000,A_1990_2000,0
2379,92,25.73,0.3783,13991,694,0.3022,2000,A_1990_2000,1
1547,100,15.47,0.7111,9317,350,0.2392,2000,A_1990_2000,1
293,16,18.31,1.3652,1878,160,0.5597,2000,A_1990_2000,0
210,10,20.7,3.3333,1280,122,0.6524,2000,A_1990_2000,0
2799,113,24.92,0.2858,16855,734,0.2765,2001,B_2001_2010,0
4283,146,29.45,0.2101,25439,1105,0.2706,2001,B_2001_2010,1
2917,140,20.78,0.3085,17800,957,0.3445,2001,B_2001_2010,0
2763,105,26.37,0.3619,15746,681,0.2664,2001,B_2001_2010,1
1244,62,20.21,1.045,7317,451,0.3875,2001,B_2001_2010,0
10043,418,23.81,0.1195,57870,2032,0.2112,2001,B_2001_2010,2
1137,49,23.18,0.6157,6523,432,0.4081,2001,B_2001_2010,1
6421,203,31.64,0.1869,37151,1540,0.2503,2001,B_2001_2010,1
3979,158,25.27,0.2765,22513,992,0.2664,2001,B_2001_2010,0
1469,60,24.28,0.4765,8692,428,0.3043,2001,B_2001_2010,2
5587,140,39.9,0.1969,34614,1289,0.2445,2001,B_2001_2010,1
2061,102,20.23,0.4367,12501,558,0.2911,2001,B_2001_2010,1
1335,50,26.72,0.824,7500,426,0.3401,2001,B_2001_2010,0
4132,156,26.38,0.3146,24975,965,0.249,2001,B_2001_2010,1
12287,497,24.75,0.1058,72284,2210,0.1925,2001,B_2001_2010,0
2505,104,24.15,0.4391,14782,634,0.2719,2001,B_2001_2010,1
2051,94,21.84,0.5851,12095,596,0.313,2001,B_2001_2010,1
2042,97,21.1,0.3918,12314,751,0.3849,2001,B_2001_2010,0
3152,135,23.36,0.2855,18448,807,0.2713,2001,B_2001_2010,1
3025,120,25.18,0.2975,18200,790,0.2787,2001,B_2001_2010,1
3294,146,22.59,0.2125,19465,747,0.242,2001,B_2001_2010,1
739,40,18.23,0.406,4094,296,0.4168,2001,B_2001_2010,1
5148,188,27.23,0.2331,32125,1098,0.2263,2001,B_2001_2010,1
3476,191,17.97,0.2877,19736,881,0.267,2001,B_2001_2010,0
4047,159,25.65,0.2471,23217,1058,0.275,2001,B_2001_2010,1
1458,47,30.74,0.6173,8485,473,0.3436,2001,B_2001_2010,1
6520,316,20.6,0.1534,37935,1348,0.2179,2001,B_2001_2010,0
2664,98,27.38,0.3003,15812,754,0.2999,2001,B_2001_2010,0
4385,138,31.8,0.2509,25578,975,0.2383,2001,B_2001_2010,1
1256,56,22.23,0.7962,7615,491,0.4029,2001,B_2001_2010,0
7477,374,20.06,0.1739,43486,1801,0.2532,2001,B_2001_2010,0
6479,215,30.22,0.2933,37104,1430,0.2357,2001,B_2001_2010,1
1226,48,25.6,0.9788,7209,420,0.3654,2001,B_2001_2010,1
2163,81,26.81,0.4623,12626,784,0.3842,2001,B_2001_2010,0
4037,141,28.72,0.2725,23796,1034,0.2715,2001,B_2001_2010,0
2431,101,24.08,0.4114,14117,724,0.3102,2001,B_2001_2010,1
6294,247,25.63,0.286,37267,1457,0.2447,2001,B_2001_2010,0
4009,138,29.11,0.2245,22574,944,0.2517,2001,B_2001_2010,0
9798,424,23.17,0.0919,56873,2127,0.2277,2001,B_2001_2010,0
3873,183,21.06,0.2066,22520,1109,0.299,2001,B_2001_2010,0
15516,502,31.01,0.1418,91483,2473,0.1684,2001,B_2001_2010,0
2113,101,20.86,0.4733,11998,693,0.3455,2001,B_2001_2010,1
2472,105,23.62,0.3641,14517,797,0.3414,2001,B_2001_2010,1
2427,139,17.53,0.3708,14719,696,0.307,2001,B_2001_2010,0
8793,303,29.05,0.1706,51843,1672,0.2019,2001,B_2001_2010,0
15580,563,27.74,0.1091,90749,2224,0.173,2001,B_2001_2010,0
13568,558,24.42,0.1106,80317,2206,0.174,2001,B_2001_2010,1
13005,421,30.92,0.1077,77245,1698,0.1413,2001,B_2001_2010,1
2168,86,25.28,0.5074,12561,727,0.357,2001,B_2001_2010,1
1403,87,16.15,0.7128,7951,456,0.3471,2001,B_2001_2010,1
4940,146,33.92,0.1822,28631,1016,0.216,2001,B_2001_2010,0
5668,267,21.25,0.2117,33354,1406,0.2625,2001,B_2001_2010,0
3100,127,24.57,0.2258,18214,818,0.2819,2001,B_2001_2010,1
3570,150,23.75,0.2521,20549,1069,0.3185,2001,B_2001_2010,1
1866,78,23.81,0.4287,11004,618,0.3441,2001,B_2001_2010,1
2206,93,23.85,0.408,13332,641,0.3051,2001,B_2001_2010,0
19522,1089,17.83,0.0615,112988,3468,0.1878,2001,B_2001_2010,2
2929,107,27.13,0.2731,17653,693,0.2537,2001,B_2001_2010,2
1775,92,19.28,0.4507,10373,544,0.3251,2001,B_2001_2010,1
939,51,18.22,0.5325,5551,396,0.4409,2001,B_2001_2010,1
4003,180,22.34,0.2748,23250,1144,0.3008,2001,B_2001_2010,1
4637,196,23.48,0.3235,27563,1257,0.2842,2001,B_2001_2010,1
2186,107,20.37,0.4117,13001,659,0.3248,2001,B_2001_2010,0
3552,135,26.33,0.2815,20861,787,0.2337,2001,B_2001_2010,1
7430,353,21.04,0.1346,43016,1626,0.2307,2001,B_2001_2010,2
1010,42,23.98,0.6931,5892,384,0.397,2001,B_2001_2010,1
3372,181,18.61,0.4152,19913,843,0.2654,2001,B_2001_2010,1
2962,101,29.38,0.3038,17338,778,0.2822,2001,B_2001_2010,0
928,58,15.98,1.0776,5363,400,0.4504,2001,B_2001_2010,1
1982,105,18.88,0.5045,11799,588,0.3169,2001,B_2001_2010,1
4454,163,27.2,0.2919,27190,1012,0.2418,2001,B_2001_2010,0
3560,139,25.5,0.2247,21670,855,0.2607,2001,B_2001_2010,1
4079,151,27.07,0.2697,23826,1040,0.2687,2001,B_2001_2010,1
4233,159,26.67,0.2599,24464,1054,0.2629,2001,B_2001_2010,0
1193,56,21.16,0.7544,6863,433,0.3923,2001,B_2001_2010,1
867,45,19.33,1.2687,5038,380,0.4694,2001,B_2001_2010,0
4179,169,24.7,0.2632,24116,1092,0.2781,2001,B_2001_2010,2
1969,104,19.15,0.4063,11980,668,0.3606,2001,B_2001_2010,1
6094,245,24.84,0.2133,36360,1496,0.2576,2001,B_2001_2010,0
1495,64,23.22,0.8696,8920,593,0.4201,2001,B_2001_2010,1
2318,90,25.93,0.5608,13704,655,0.2981,2001,B_2001_2010,1
1362,64,21.45,0.6608,8264,469,0.3693,2001,B_2001_2010,2
744,37,20.0,0.672,4469,308,0.4355,2001,B_2001_2010,1
1075,51,20.84,0.3721,6408,445,0.4307,2001,B_2001_2010,1
998,44,22.66,0.8016,6020,388,0.4188,2001,B_2001_2010,0
1989,86,23.21,0.4525,12338,592,0.3112,2001,B_2001_2010,1
1704,64,26.62,0.7042,10153,632,0.3908,2001,B_2001_2010,1
2142,111,19.42,0.4669,12757,744,0.3655,2001,B_2001_2010,1
3056,151,20.24,0.2945,17902,867,0.2945,2001,B_2001_2010,0
2673,138,19.31,0.4489,15639,790,0.3128,2001,B_2001_2010,1
2198,115,19.09,0.364,13181,730,0.353,2001,B_2001_2010,1
15345,571,26.88,0.0782,89715,2583,0.1793,2001,B_2001_2010,0
5017,205,24.46,0.2591,29079,1121,0.236,2001,B_2001_2010,1
5366,256,21.07,0.2609,31419,1038,0.2063,2001,B_2001_2010,2
2750,126,21.79,0.4364,16466,742,0.2873,2001,B_2001_2010,1
2892,98,29.63,0.4149,17079,749,0.2728,2001,B_2001_2010,0
2372,112,21.11,0.4216,13822,734,0.328,2001,B_2001_2010,1
6948,367,18.99,0.1439,40864,1360,0.2109,2001,B_2001_2010,1
3050,112,27.34,0.2295,18141,795,0.2748,2001,B_2001_2010,1
8288,375,22.06,0.181,49018,1859,0.2358,2001,B_2001_2010,0
1355,89,15.36,0.6642,8048,523,0.4111,2001,B_2001_2010,1
2348,74,31.64,0.4259,13470,632,0.2875,2001,B_2001_2010,1
1817,64,28.42,0.4953,11010,640,0.3704,2001,B_2001_2010,1
751,34,22.03,0.5326,4451,286,0.3981,2001,B_2001_2010,1
1598,80,19.65,0.6258,9121,530,0.3492,2001,B_2001_2010,1
4956,223,22.42,0.222,29382,1102,0.2359,2001,B_2001_2010,1
3716,130,28.58,0.2422,21866,908,0.26,2001,B_2001_2010,1
865,62,13.89,0.8092,5160,346,0.422,2001,B_2001_2010,0
10208,328,31.17,0.2057,59598,1689,0.1758,2001,B_2001_2010,0
3954,200,19.68,0.2529,23596,1090,0.2919,2001,B_2001_2010,0
947,31,30.52,0.9504,5680,342,0.3728,2001,B_2001_2010,1
725,30,24.07,1.2414,4268,331,0.4924,2001,B_2001_2010,1
3561,102,34.92,0.2808,20711,893,0.2665,2001,B_2001_2010,0
2524,96,26.4,0.3566,14408,633,0.2678,2001,B_2001_2010,1
769,42,17.79,1.5605,4525,381,0.5215,2001,B_2001_2010,1
1169,53,22.15,0.8554,6735,399,0.3653,2001,B_2001_2010,0
1044,54,19.39,0.6705,5939,458,0.4722,2001,B_2001_2010,0
2136,78,27.44,0.6554,12722,685,0.3366,2001,B_2001_2010,1
1219,59,20.88,0.8203,7278,437,0.3888,2001,B_2001_2010,1
2296,99,23.3,0.3484,13558,701,0.3245,2001,B_2001_2010,0
5157,246,20.96,0.2715,30000,1392,0.2843,2001,B_2001_2010,2
3150,166,18.9,0.254,17866,923,0.3114,2001,B_2001_2010,0
9152,360,25.46,0.2404,52378,1919,0.2219,2001,B_2001_2010,0
1897,75,25.28,0.5271,11644,632,0.3495,2001,B_2001_2010,1
2761,81,34.16,0.4346,15787,693,0.2684,2001,B_2001_2010,1
3714,140,26.56,0.2423,21858,941,0.2663,2001,B_2001_2010,0
4477,242,18.53,0.268,26115,1049,0.2453,2001,B_2001_2010,0
7746,343,22.68,0.1936,45942,1691,0.2301,2001,B_2001_2010,0
3671,136,27.06,0.3814,21252,1000,0.2858,2001,B_2001_2010,1
2273,112,20.21,0.5279,13337,686,0.319,2001,B_2001_2010,0
1503,84,17.96,0.6653,8836,537,0.3832,2001,B_2001_2010,1
1319,68,19.12,0.4549,7461,448,0.3654,2001,B_2001_2010,0
12306,484,25.56,0.0975,74264,2219,0.195,2001,B_2001_2010,0
2238,78,28.76,0.4021,12777,704,0.3347,2001,B_2001_2010,1
2662,112,23.73,0.4884,15610,779,0.3088,2001,B_2001_2010,1
1352,67,20.21,0.6657,7904,485,0.3839,2001,B_2001_2010,0
5884,332,17.6,0.1869,33107,1091,0.196,2001,B_2001_2010,0
3176,153,20.91,0.2834,18737,910,0.3004,2001,B_2001_2010,1
6582,330,19.72,0.1823,38008,1524,0.2428,2001,B_2001_2010,0
6778,312,21.69,0.118,40688,1681,0.2614,2001,B_2001_2010,0
3585,186,19.31,0.3347,20632,1020,0.2999,2001,B_2001_2010,1
2055,101,20.32,0.3893,12048,606,0.3178,2001,B_2001_2010,0
1459,55,26.42,0.5483,8407,531,0.3777,2001,B_2001_2010,0
5470,274,20.01,0.3656,31725,1288,0.2499,2001,B_2001_2010,1
490,23,21.0,1.8367,2752,244,0.5367,2001,B_2001_2010,0
4036,205,19.67,0.2725,23559,892,0.2364,2001,B_2001_2010,0
1082,58,18.6,1.2015,6349,490,0.4787,2001,B_2001_2010,1
1031,51,20.1,0.9699,6152,425,0.4433,2001,B_2001_2010,1
1495,44,33.84,0.602,8712,440,0.3023,2001,B_2001_2010,1
4944,246,20.09,0.2427,28812,1350,0.2858,2001,B_2001_2010,1
2371,91,26.18,0.3796,14019,683,0.3083,2001,B_2001_2010,1
1428,65,21.92,0.8403,8631,476,0.3557,2001,B_2001_2010,1
1585,61,25.9,0.5678,9263,585,0.3868,2001,B_2001_2010,1
15828,676,23.57,0.1011,93055,3164,0.2098,2001,B_2001_2010,2
744,38,19.29,0.672,4346,313,0.4409,2001,B_2001_2010,1
4989,168,29.74,0.2806,30634,1057,0.2281,2001,B_2001_2010,1
1046,51,20.73,0.6692,6246,382,0.3872,2001,B_2001_2010,1
10674,299,35.63,0.1593,61725,1720,0.1692,2001,B_2001_2010,1
747,40,18.45,0.8032,4385,307,0.4297,2001,B_2001_2010,1
6467,213,30.47,0.2474,38262,1282,0.2089,2001,B_2001_2010,1
1763,68,26.07,0.3971,10355,542,0.3307,2001,B_2001_2010,1
27597,946,29.01,0.0761,169643,3705,0.1428,2001,B_2001_2010,1
4376,193,22.66,0.1828,25479,1272,0.3074,2001,B_2001_2010,1
4256,157,27.09,0.3055,24991,1041,0.2639,2001,B_2001_2010,2
2769,100,27.33,0.2889,15844,774,0.2954,2001,B_2001_2010,1
2342,113,20.61,0.3843,13507,797,0.3608,2001,B_2001_2010,0
5591,195,28.69,0.2146,33264,1133,0.2171,2001,B_2001_2010,1
2958,141,21.13,0.3719,17448,856,0.3043,2001,B_2001_2010,1
2961,117,25.21,0.439,17306,787,0.2813,2001,B_2001_2010,0
1534,97,16.01,0.4563,8891,497,0.3429,2001,B_2001_2010,1
4641,211,22.01,0.237,27131,1186,0.2698,2001,B_2001_2010,2
6059,356,17.13,0.1815,36168,1445,0.2505,2001,B_2001_2010,2
2174,123,17.62,0.322,13507,716,0.3523,2001,B_2001_2010,1
4755,205,23.29,0.2524,28075,1278,0.2854,2001,B_2001_2010,1
1977,135,14.47,0.2529,11281,560,0.301,2001,B_2001_2010,0
3949,186,21.06,0.2786,22341,1158,0.3092,2001,B_2001_2010,1
6368,178,35.78,0.1727,38783,1144,0.1924,2001,B_2001_2010,1
336,18,18.56,1.1905,2010,164,0.5119,2001,B_2001_2010,1
4327,131,33.11,0.3929,24937,1026,0.248,2001,B_2001_2010,0
2363,99,23.81,0.4655,13777,815,0.3597,2001,B_2001_2010,1
8962,445,20.04,0.1897,54034,1864,0.2199,2001,B_2001_2010,1
5195,170,30.67,0.308,30213,1027,0.2121,2001,B_2001_2010,1
4321,132,32.72,0.3471,25216,893,0.2208,2001,B_2001_2010,1
4063,142,28.68,0.3938,24112,975,0.2525,2001,B_2001_2010,0
1699,69,24.58,0.6474,9763,575,0.3579,2001,B_2001_2010,1
5445,220,24.8,0.1837,32675,1015,0.2031,2001,B_2001_2010,1
9738,440,22.12,0.1951,56185,2127,0.2299,2001,B_2001_2010,1
353,17,20.35,1.1331,2189,193,0.5666,2001,B_2001_2010,0
14998,410,36.46,0.1267,90352,2339,0.1671,2001,B_2001_2010,1
2494,92,27.2,0.3609,14277,734,0.3136,2001,B_2001_2010,0
2751,98,28.17,0.4726,16173,665,0.2559,2001,B_2001_2010,1
1780,67,26.61,0.4494,10555,616,0.3674,2001,B_2001_2010,0
3866,144,26.82,0.3621,22510,850,0.2338,2001,B_2001_2010,0
821,33,24.76,1.0962,4726,384,0.5018,2001,B_2001_2010,1
2666,104,25.76,0.3751,15777,821,0.3245,2001,B_2001_2010,1
1190,61,19.34,0.7563,6773,479,0.4252,2001,B_2001_2010,1
4580,209,21.93,0.3057,27015,1160,0.2694,2001,B_2001_2010,2
2973,147,20.3,0.4036,18522,746,0.2711,2001,B_2001_2010,1
812,32,25.09,1.2315,4682,361,0.4655,2001,B_2001_2010,0
7128,269,26.35,0.1824,42863,1475,0.2242,2001,B_2001_2010,0
13590,445,30.43,0.1177,81356,1985,0.1539,2001,B_2001_2010,0
8412,404,20.92,0.1783,48890,1783,0.2262,2001,B_2001_2010,2
4451,183,24.48,0.3145,25952,1031,0.2458,2002,B_2001_2010,0
2404,94,25.51,0.2912,14384,742,0.3249,2002,B_2001_2010,0
2283,75,30.4,0.5256,13177,698,0.3149,2002,B_2001_2010,1
4847,262,18.55,0.2063,28274,1205,0.2622,2002,B_2001_2010,0
7326,264,27.86,0.1365,42956,1773,0.2523,2002,B_2001_2010,1
3428,150,22.97,0.2334,19851,913,0.2792,2002,B_2001_2010,2
3464,149,23.08,0.3753,20148,1014,0.3072,2002,B_2001_2010,1
3593,159,22.6,0.3062,20877,1181,0.3409,2002,B_2001_2010,1
2110,107,19.92,0.4739,12124,777,0.3872,2002,B_2001_2010,1
5588,221,25.32,0.2863,32932,1204,0.2282,2002,B_2001_2010,1
3422,146,23.42,0.2922,20063,933,0.2914,2002,B_2001_2010,1
2454,97,25.32,0.489,14676,874,0.3769,2002,B_2001_2010,1
1520,70,21.76,0.6579,8821,488,0.3414,2002,B_2001_2010,1
3233,137,23.69,0.3093,19027,975,0.3167,2002,B_2001_2010,0
6949,331,20.77,0.2159,40899,1352,0.2084,2002,B_2001_2010,0
3476,152,22.97,0.2877,19466,897,0.2675,2002,B_2001_2010,1
4104,157,26.08,0.2437,23757,1107,0.2858,2002,B_2001_2010,2
7394,418,17.61,0.1352,42174,1717,0.2453,2002,B_2001_2010,0
6242,349,17.79,0.2243,36247,1735,0.2938,2002,B_2001_2010,0
1453,79,18.42,0.6882,9105,523,0.3854,2002,B_2001_2010,1
1322,55,24.09,0.4539,7455,428,0.3495,2002,B_2001_2010,0
3797,187,20.34,0.2634,21847,958,0.2665,2002,B_2001_2010,1
557,27,20.33,1.0772,3406,251,0.4722,2002,B_2001_2010,0
5819,196,29.74,0.1203,34723,1180,0.2145,2002,B_2001_2010,1
733,32,22.81,0.5457,4461,311,0.442,2002,B_2001_2010,0
3962,164,24.13,0.1767,22758,912,0.2443,2002,B_2001_2010,1
4350,166,26.11,0.1839,25970,1122,0.2729,2002,B_2001_2010,0
2012,89,22.67,0.497,11954,668,0.3464,2002,B_2001_2010,1
6292,279,22.6,0.1907,38851,1848,0.3037,2002,B_2001_2010,0
3155,102,31.07,0.317,18392,854,0.29,2002,B_2001_2010,1
6565,267,24.46,0.1219,39196,1584,0.2561,2002,B_2001_2010,1
8703,353,24.39,0.2528,50974,1521,0.1842,2002,B_2001_2010,1
2465,115,21.46,0.284,14574,858,0.3631,2002,B_2001_2010,1
2493,114,21.92,0.4813,14190,673,0.2868,2002,B_2001_2010,0
2888,101,28.65,0.3463,17473,744,0.278,2002,B_2001_2010,1
2221,76,29.37,0.5853,12696,728,0.3453,2002,B_2001_2010,1
4540,180,25.18,0.2423,27116,1165,0.272,2002,B_2001_2010,1
530,23,23.09,1.3208,3188,271,0.5642,2002,B_2001_2010,0
1204,55,21.75,0.6645,7155,423,0.3671,2002,B_2001_2010,2
3618,124,29.24,0.304,21314,740,0.2184,2002,B_2001_2010,1
5138,221,23.29,0.2141,29938,1348,0.2766,2002,B_2001_2010,1
4223,203,20.96,0.2368,24298,1379,0.3412,2002,B_2001_2010,0
396,21,18.81,1.2626,2372,180,0.4747,2002,B_2001_2010,2
3950,230,17.09,0.2785,24302,1111,0.2997,2002,B_2001_2010,1
3706,169,21.88,0.2968,22005,961,0.2733,2002,B_2001_2010,1
1475,78,18.71,0.8136,9188,569,0.3986,2002,B_2001_2010,1
4015,154,25.95,0.3985,23632,1194,0.3148,2002,B_2001_2010,1
8807,436,20.07,0.0908,50852,1557,0.1867,2002,B_2001_2010,2
4679,247,18.97,0.2351,27897,1429,0.3212,2002,B_2001_2010,1
576,31,18.42,1.2153,3408,260,0.4705,2002,B_2001_2010,1
3198,149,21.42,0.1876,18488,849,0.2814,2002,B_2001_2010,2
2100,102,20.73,0.5714,12434,701,0.351,2002,B_2001_2010,2
3205,134,24.11,0.312,19403,884,0.2914,2002,B_2001_2010,1
3058,130,23.5,0.3597,17236,766,0.2639,2002,B_2001_2010,2
2850,92,31.07,0.386,17050,687,0.2533,2002,B_2001_2010,1
8621,257,33.51,0.174,52114,1465,0.1815,2002,B_2001_2010,2
6237,291,21.44,0.1603,36952,1453,0.2469,2002,B_2001_2010,0
4541,165,27.5,0.3303,26186,1257,0.2898,2002,B_2001_2010,1
6206,339,18.21,0.145,36468,1627,0.2768,2002,B_2001_2010,1
3288,116,28.7,0.365,20094,823,0.2679,2002,B_2001_2010,1
7036,262,26.74,0.2132,41910,1755,0.2614,2002,B_2001_2010,0
3479,187,18.73,0.23,19818,921,0.2777,2002,B_2001_2010,1
3409,131,25.94,0.264,19142,857,0.2678,2002,B_2001_2010,1
12620,534,23.55,0.1664,76224,2504,0.209,2002,B_2001_2010,0
12599,498,25.38,0.1746,76002,2469,0.207,2002,B_2001_2010,0
1275,55,23.13,0.549,7480,479,0.3882,2002,B_2001_2010,1
5101,208,24.47,0.2156,30425,1091,0.2288,2002,B_2001_2010,1
2703,134,20.07,0.4809,15709,881,0.3433,2002,B_2001_2010,1
1872,80,23.45,0.5876,11426,566,0.321,2002,B_2001_2010,1
1010,31,32.39,0.5941,6054,381,0.3901,2002,B_2001_2010,1
